datadot,x,y
"1407.666,859.998",1407.666,859.998
"1407.666,846.998",1407.666,846.998
"1420.666,846.998",1420.666,846.998
"1420.666,833.998",1420.666,833.998
"1420.666,820.998",1420.666,820.998
"1407.666,820.998",1407.666,820.998
"1407.666,833.998",1407.666,833.998
"1368.666,794.998",1368.666,794.998
"1355.666,794.998",1355.666,794.998
"1342.666,794.998",1342.666,794.998
"1342.666,781.998",1342.666,781.998
"1342.666,768.998",1342.666,768.998
"1355.666,768.998",1355.666,768.998
"1355.666,781.998",1355.666,781.998
"1368.666,781.998",1368.666,781.998
"1186.666,599.998",1186.666,599.998
"1173.666,599.998",1173.666,599.998
"1160.666,599.998",1160.666,599.998
"1147.666,599.998",1147.666,599.998
"1134.666,599.998",1134.666,599.998
"1121.666,599.998",1121.666,599.998
"1108.666,599.998",1108.666,599.998
"1108.666,612.998",1108.666,612.998
"1108.666,625.998",1108.666,625.998
"1108.666,638.998",1108.666,638.998
"1108.666,651.998",1108.666,651.998
"1121.666,651.998",1121.666,651.998
"1121.666,638.998",1121.666,638.998
"1121.666,547.998",1121.666,547.998
"1134.666,547.998",1134.666,547.998
"1147.666,547.998",1147.666,547.998
"1329.666,625.998",1329.666,625.998
"1329.666,612.998",1329.666,612.998
"1329.666,599.998",1329.666,599.998
"1329.666,586.998",1329.666,586.998
"1329.666,573.998",1329.666,573.998
"1342.666,573.998",1342.666,573.998
"1342.666,560.998",1342.666,560.998
"1342.666,547.998",1342.666,547.998
"1342.666,534.998",1342.666,534.998
"1355.666,534.998",1355.666,534.998
"1355.666,547.998",1355.666,547.998
"1329.666,547.998",1329.666,547.998
"1329.666,560.998",1329.666,560.998
"1329.666,521.998",1329.666,521.998
"1329.666,534.998",1329.666,534.998
"1316.666,534.998",1316.666,534.998
"1316.666,521.998",1316.666,521.998
"1303.666,521.998",1303.666,521.998
"1290.666,521.998",1290.666,521.998
"1433.666,690.998",1433.666,690.998
"1394.666,612.998",1394.666,612.998
"1407.666,599.998",1407.666,599.998
"1407.666,586.998",1407.666,586.998
"1368.666,586.998",1368.666,586.998
"1355.666,508.998",1355.666,508.998
"1303.666,456.998",1303.666,456.998
"1316.666,456.998",1316.666,456.998
"1329.666,456.998",1329.666,456.998
"1329.666,443.998",1329.666,443.998
"1316.666,443.998",1316.666,443.998
"1186.666,443.998",1186.666,443.998
"1199.666,430.998",1199.666,430.998
"1017.666,560.998",1017.666,560.998
"1004.666,560.998",1004.666,560.998
"991.666,560.998",991.666,560.998
"991.666,547.998",991.666,547.998
"978.666,768.998",978.666,768.998
"991.666,768.998",991.666,768.998
"991.666,781.998",991.666,781.998
"1004.666,781.998",1004.666,781.998
"1017.666,781.998",1017.666,781.998
"1030.666,781.998",1030.666,781.998
"1043.666,781.998",1043.666,781.998
"1056.666,781.998",1056.666,781.998
"1056.666,768.998",1056.666,768.998
"1043.666,768.998",1043.666,768.998
"1030.666,768.998",1030.666,768.998
"1017.666,768.998",1017.666,768.998
"1004.666,768.998",1004.666,768.998
"1004.666,794.998",1004.666,794.998
"1017.666,794.998",1017.666,794.998
"1030.666,794.998",1030.666,794.998
"1043.666,794.998",1043.666,794.998
"1043.666,807.998",1043.666,807.998
"1056.666,807.998",1056.666,807.998
"1056.666,794.998",1056.666,794.998
"1069.666,794.998",1069.666,794.998
"1069.666,781.998",1069.666,781.998
"1082.666,781.998",1082.666,781.998
"1095.666,781.998",1095.666,781.998
"1108.666,781.998",1108.666,781.998
"1108.666,794.998",1108.666,794.998
"1095.666,794.998",1095.666,794.998
"1095.666,807.998",1095.666,807.998
"1121.666,807.998",1121.666,807.998
"1121.666,820.998",1121.666,820.998
"1134.666,820.998",1134.666,820.998
"1134.666,833.998",1134.666,833.998
"1134.666,846.998",1134.666,846.998
"1121.666,846.998",1121.666,846.998
"1121.666,859.998",1121.666,859.998
"1108.666,859.998",1108.666,859.998
"1095.666,872.998",1095.666,872.998
"1121.666,872.998",1121.666,872.998
"1121.666,885.998",1121.666,885.998
"1121.666,898.998",1121.666,898.998
"1134.666,898.998",1134.666,898.998
"1134.666,911.998",1134.666,911.998
"1147.666,898.998",1147.666,898.998
"1147.666,911.998",1147.666,911.998
"1160.666,911.998",1160.666,911.998
"1147.666,924.998",1147.666,924.998
"1147.666,937.998",1147.666,937.998
"1134.666,950.998",1134.666,950.998
"1108.666,963.998",1108.666,963.998
"1095.666,963.998",1095.666,963.998
"1082.666,976.998",1082.666,976.998
"1160.666,924.998",1160.666,924.998
"1173.666,924.998",1173.666,924.998
"1173.666,937.998",1173.666,937.998
"1173.666,911.998",1173.666,911.998
"1173.666,898.998",1173.666,898.998
"1173.666,885.998",1173.666,885.998
"1173.666,872.998",1173.666,872.998
"1186.666,872.998",1186.666,872.998
"1199.666,872.998",1199.666,872.998
"1199.666,885.998",1199.666,885.998
"1212.666,885.998",1212.666,885.998
"1225.666,885.998",1225.666,885.998
"1225.666,898.998",1225.666,898.998
"1238.666,885.998",1238.666,885.998
"1251.666,885.998",1251.666,885.998
"1251.666,898.998",1251.666,898.998
"1264.666,898.998",1264.666,898.998
"1264.666,885.998",1264.666,885.998
"1277.666,885.998",1277.666,885.998
"1277.666,872.998",1277.666,872.998
"1290.666,872.998",1290.666,872.998
"1303.666,872.998",1303.666,872.998
"1303.666,885.998",1303.666,885.998
"1316.666,885.998",1316.666,885.998
"1316.666,898.998",1316.666,898.998
"1329.666,898.998",1329.666,898.998
"1329.666,911.998",1329.666,911.998
"1303.666,937.998",1303.666,937.998
"1277.666,950.998",1277.666,950.998
"1290.666,950.998",1290.666,950.998
"1290.666,963.998",1290.666,963.998
"1316.666,963.998",1316.666,963.998
"1342.666,911.998",1342.666,911.998
"1342.666,924.998",1342.666,924.998
"1342.666,898.998",1342.666,898.998
"1355.666,898.998",1355.666,898.998
"1355.666,911.998",1355.666,911.998
"1368.666,898.998",1368.666,898.998
"1381.666,898.998",1381.666,898.998
"1381.666,911.998",1381.666,911.998
"1394.666,911.998",1394.666,911.998
"1394.666,898.998",1394.666,898.998
"1407.666,898.998",1407.666,898.998
"1420.666,898.998",1420.666,898.998
"1433.666,898.998",1433.666,898.998
"1433.666,911.998",1433.666,911.998
"1446.666,911.998",1446.666,911.998
"1446.666,898.998",1446.666,898.998
"1459.666,898.998",1459.666,898.998
"1459.666,911.998",1459.666,911.998
"1472.666,911.998",1472.666,911.998
"1485.666,911.998",1485.666,911.998
"1498.666,911.998",1498.666,911.998
"1498.666,898.998",1498.666,898.998
"1511.666,898.998",1511.666,898.998
"1485.666,898.998",1485.666,898.998
"1472.666,898.998",1472.666,898.998
"1472.666,885.998",1472.666,885.998
"1459.666,885.998",1459.666,885.998
"1446.666,885.998",1446.666,885.998
"1433.666,885.998",1433.666,885.998
"1420.666,885.998",1420.666,885.998
"1407.666,885.998",1407.666,885.998
"1394.666,885.998",1394.666,885.998
"1381.666,885.998",1381.666,885.998
"1381.666,872.998",1381.666,872.998
"1381.666,859.998",1381.666,859.998
"1381.666,846.998",1381.666,846.998
"1381.666,833.998",1381.666,833.998
"1381.666,820.998",1381.666,820.998
"1368.666,820.998",1368.666,820.998
"1368.666,833.998",1368.666,833.998
"1368.666,846.998",1368.666,846.998
"1368.666,859.998",1368.666,859.998
"1368.666,872.998",1368.666,872.998
"1368.666,885.998",1368.666,885.998
"1355.666,885.998",1355.666,885.998
"1342.666,885.998",1342.666,885.998
"1342.666,872.998",1342.666,872.998
"1355.666,872.998",1355.666,872.998
"1355.666,859.998",1355.666,859.998
"1355.666,846.998",1355.666,846.998
"1355.666,833.998",1355.666,833.998
"1355.666,820.998",1355.666,820.998
"1342.666,820.998",1342.666,820.998
"1342.666,833.998",1342.666,833.998
"1342.666,846.998",1342.666,846.998
"1342.666,859.998",1342.666,859.998
"1329.666,859.998",1329.666,859.998
"1329.666,872.998",1329.666,872.998
"1329.666,885.998",1329.666,885.998
"1316.666,872.998",1316.666,872.998
"1316.666,859.998",1316.666,859.998
"1316.666,846.998",1316.666,846.998
"1329.666,846.998",1329.666,846.998
"1329.666,833.998",1329.666,833.998
"1329.666,820.998",1329.666,820.998
"1316.666,820.998",1316.666,820.998
"1316.666,833.998",1316.666,833.998
"1303.666,833.998",1303.666,833.998
"1303.666,846.998",1303.666,846.998
"1303.666,859.998",1303.666,859.998
"1290.666,859.998",1290.666,859.998
"1277.666,859.998",1277.666,859.998
"1264.666,859.998",1264.666,859.998
"1264.666,872.998",1264.666,872.998
"1251.666,872.998",1251.666,872.998
"1238.666,872.998",1238.666,872.998
"1225.666,872.998",1225.666,872.998
"1212.666,872.998",1212.666,872.998
"1212.666,859.998",1212.666,859.998
"1199.666,859.998",1199.666,859.998
"1186.666,859.998",1186.666,859.998
"1173.666,859.998",1173.666,859.998
"1160.666,859.998",1160.666,859.998
"1160.666,872.998",1160.666,872.998
"1160.666,885.998",1160.666,885.998
"1147.666,885.998",1147.666,885.998
"1134.666,885.998",1134.666,885.998
"1134.666,872.998",1134.666,872.998
"1147.666,872.998",1147.666,872.998
"1147.666,859.998",1147.666,859.998
"1134.666,859.998",1134.666,859.998
"1147.666,846.998",1147.666,846.998
"1147.666,833.998",1147.666,833.998
"1147.666,820.998",1147.666,820.998
"1147.666,807.998",1147.666,807.998
"1134.666,807.998",1134.666,807.998
"1134.666,794.998",1134.666,794.998
"1121.666,794.998",1121.666,794.998
"1121.666,781.998",1121.666,781.998
"1121.666,768.998",1121.666,768.998
"1108.666,768.998",1108.666,768.998
"1108.666,755.998",1108.666,755.998
"1108.666,742.998",1108.666,742.998
"1108.666,729.998",1108.666,729.998
"1108.666,716.998",1108.666,716.998
"1108.666,703.998",1108.666,703.998
"1121.666,703.998",1121.666,703.998
"1134.666,703.998",1134.666,703.998
"1147.666,703.998",1147.666,703.998
"1160.666,703.998",1160.666,703.998
"1160.666,716.998",1160.666,716.998
"1160.666,729.998",1160.666,729.998
"1160.666,742.998",1160.666,742.998
"1160.666,755.998",1160.666,755.998
"1160.666,768.998",1160.666,768.998
"1160.666,781.998",1160.666,781.998
"1173.666,781.998",1173.666,781.998
"1186.666,781.998",1186.666,781.998
"1199.666,781.998",1199.666,781.998
"1212.666,781.998",1212.666,781.998
"1225.666,781.998",1225.666,781.998
"1238.666,781.998",1238.666,781.998
"1251.666,781.998",1251.666,781.998
"1264.666,781.998",1264.666,781.998
"1277.666,781.998",1277.666,781.998
"1290.666,781.998",1290.666,781.998
"1290.666,768.998",1290.666,768.998
"1290.666,755.998",1290.666,755.998
"1290.666,742.998",1290.666,742.998
"1303.666,742.998",1303.666,742.998
"1316.666,742.998",1316.666,742.998
"1316.666,755.998",1316.666,755.998
"1303.666,755.998",1303.666,755.998
"1303.666,768.998",1303.666,768.998
"1316.666,768.998",1316.666,768.998
"1316.666,781.998",1316.666,781.998
"1303.666,781.998",1303.666,781.998
"1303.666,794.998",1303.666,794.998
"1316.666,794.998",1316.666,794.998
"1316.666,807.998",1316.666,807.998
"1303.666,807.998",1303.666,807.998
"1303.666,820.998",1303.666,820.998
"1290.666,820.998",1290.666,820.998
"1290.666,833.998",1290.666,833.998
"1290.666,846.998",1290.666,846.998
"1277.666,846.998",1277.666,846.998
"1264.666,846.998",1264.666,846.998
"1251.666,846.998",1251.666,846.998
"1251.666,859.998",1251.666,859.998
"1238.666,859.998",1238.666,859.998
"1225.666,859.998",1225.666,859.998
"1225.666,846.998",1225.666,846.998
"1238.666,846.998",1238.666,846.998
"1238.666,833.998",1238.666,833.998
"1251.666,833.998",1251.666,833.998
"1264.666,833.998",1264.666,833.998
"1277.666,833.998",1277.666,833.998
"1277.666,820.998",1277.666,820.998
"1277.666,807.998",1277.666,807.998
"1290.666,807.998",1290.666,807.998
"1290.666,794.998",1290.666,794.998
"1277.666,794.998",1277.666,794.998
"1264.666,794.998",1264.666,794.998
"1264.666,807.998",1264.666,807.998
"1264.666,820.998",1264.666,820.998
"1251.666,820.998",1251.666,820.998
"1251.666,807.998",1251.666,807.998
"1251.666,794.998",1251.666,794.998
"1238.666,794.998",1238.666,794.998
"1238.666,807.998",1238.666,807.998
"1238.666,820.998",1238.666,820.998
"1225.666,820.998",1225.666,820.998
"1225.666,833.998",1225.666,833.998
"1212.666,833.998",1212.666,833.998
"1212.666,846.998",1212.666,846.998
"1199.666,846.998",1199.666,846.998
"1186.666,846.998",1186.666,846.998
"1173.666,846.998",1173.666,846.998
"1160.666,846.998",1160.666,846.998
"1160.666,833.998",1160.666,833.998
"1173.666,833.998",1173.666,833.998
"1186.666,833.998",1186.666,833.998
"1199.666,833.998",1199.666,833.998
"1199.666,820.998",1199.666,820.998
"1212.666,820.998",1212.666,820.998
"1212.666,807.998",1212.666,807.998
"1225.666,807.998",1225.666,807.998
"1225.666,794.998",1225.666,794.998
"1212.666,794.998",1212.666,794.998
"1199.666,794.998",1199.666,794.998
"1186.666,794.998",1186.666,794.998
"1173.666,794.998",1173.666,794.998
"1173.666,807.998",1173.666,807.998
"1173.666,820.998",1173.666,820.998
"1186.666,820.998",1186.666,820.998
"1186.666,807.998",1186.666,807.998
"1199.666,807.998",1199.666,807.998
"1160.666,820.998",1160.666,820.998
"1160.666,807.998",1160.666,807.998
"1160.666,794.998",1160.666,794.998
"1147.666,794.998",1147.666,794.998
"1147.666,781.998",1147.666,781.998
"1134.666,781.998",1134.666,781.998
"1134.666,768.998",1134.666,768.998
"1134.666,755.998",1134.666,755.998
"1121.666,755.998",1121.666,755.998
"1121.666,742.998",1121.666,742.998
"1121.666,729.998",1121.666,729.998
"1121.666,716.998",1121.666,716.998
"1134.666,716.998",1134.666,716.998
"1134.666,729.998",1134.666,729.998
"1134.666,742.998",1134.666,742.998
"1147.666,742.998",1147.666,742.998
"1147.666,755.998",1147.666,755.998
"1147.666,768.998",1147.666,768.998
"1147.666,729.998",1147.666,729.998
"1147.666,716.998",1147.666,716.998
"1329.666,742.998",1329.666,742.998
"1342.666,742.998",1342.666,742.998
"1394.666,872.998",1394.666,872.998
"1394.666,859.998",1394.666,859.998
"1394.666,846.998",1394.666,846.998
"1394.666,833.998",1394.666,833.998
"1394.666,820.998",1394.666,820.998
"1394.666,807.998",1394.666,807.998
"1381.666,807.998",1381.666,807.998
"1368.666,807.998",1368.666,807.998
"1355.666,807.998",1355.666,807.998
"1342.666,807.998",1342.666,807.998
"1329.666,807.998",1329.666,807.998
"1329.666,794.998",1329.666,794.998
"1329.666,781.998",1329.666,781.998
"1329.666,768.998",1329.666,768.998
"1329.666,755.998",1329.666,755.998
"1342.666,755.998",1342.666,755.998
"1355.666,755.998",1355.666,755.998
"1355.666,742.998",1355.666,742.998
"1355.666,729.998",1355.666,729.998
"1342.666,729.998",1342.666,729.998
"1329.666,729.998",1329.666,729.998
"1316.666,729.998",1316.666,729.998
"1303.666,729.998",1303.666,729.998
"1290.666,729.998",1290.666,729.998
"1290.666,716.998",1290.666,716.998
"1290.666,703.998",1290.666,703.998
"1290.666,690.998",1290.666,690.998
"1290.666,677.998",1290.666,677.998
"1277.666,677.998",1277.666,677.998
"1277.666,664.998",1277.666,664.998
"1264.666,677.998",1264.666,677.998
"1264.666,664.998",1264.666,664.998
"1251.666,664.998",1251.666,664.998
"1238.666,664.998",1238.666,664.998
"1238.666,677.998",1238.666,677.998
"1238.666,690.998",1238.666,690.998
"1251.666,690.998",1251.666,690.998
"1251.666,703.998",1251.666,703.998
"1238.666,703.998",1238.666,703.998
"1225.666,703.998",1225.666,703.998
"1225.666,716.998",1225.666,716.998
"1238.666,716.998",1238.666,716.998
"1238.666,729.998",1238.666,729.998
"1238.666,742.998",1238.666,742.998
"1251.666,742.998",1251.666,742.998
"1251.666,729.998",1251.666,729.998
"1264.666,742.998",1264.666,742.998
"1264.666,729.998",1264.666,729.998
"1264.666,716.998",1264.666,716.998
"1264.666,703.998",1264.666,703.998
"1277.666,716.998",1277.666,716.998
"1277.666,729.998",1277.666,729.998
"1277.666,742.998",1277.666,742.998
"1277.666,755.998",1277.666,755.998
"1277.666,768.998",1277.666,768.998
"1264.666,768.998",1264.666,768.998
"1251.666,768.998",1251.666,768.998
"1238.666,768.998",1238.666,768.998
"1225.666,768.998",1225.666,768.998
"1212.666,768.998",1212.666,768.998
"1199.666,768.998",1199.666,768.998
"1186.666,768.998",1186.666,768.998
"1186.666,755.998",1186.666,755.998
"1186.666,742.998",1186.666,742.998
"1186.666,729.998",1186.666,729.998
"1186.666,716.998",1186.666,716.998
"1186.666,703.998",1186.666,703.998
"1186.666,690.998",1186.666,690.998
"1186.666,677.998",1186.666,677.998
"1186.666,664.998",1186.666,664.998
"1186.666,651.998",1186.666,651.998
"1173.666,651.998",1173.666,651.998
"1160.666,651.998",1160.666,651.998
"1147.666,651.998",1147.666,651.998
"1134.666,651.998",1134.666,651.998
"1134.666,638.998",1134.666,638.998
"1160.666,638.998",1160.666,638.998
"1160.666,625.998",1160.666,625.998
"1147.666,625.998",1147.666,625.998
"1173.666,625.998",1173.666,625.998
"1173.666,638.998",1173.666,638.998
"1186.666,638.998",1186.666,638.998
"1186.666,625.998",1186.666,625.998
"1199.666,625.998",1199.666,625.998
"1212.666,625.998",1212.666,625.998
"1212.666,638.998",1212.666,638.998
"1225.666,638.998",1225.666,638.998
"1225.666,651.998",1225.666,651.998
"1225.666,664.998",1225.666,664.998
"1225.666,677.998",1225.666,677.998
"1225.666,690.998",1225.666,690.998
"1212.666,690.998",1212.666,690.998
"1212.666,703.998",1212.666,703.998
"1212.666,716.998",1212.666,716.998
"1212.666,729.998",1212.666,729.998
"1225.666,729.998",1225.666,729.998
"1225.666,742.998",1225.666,742.998
"1225.666,755.998",1225.666,755.998
"1212.666,755.998",1212.666,755.998
"1199.666,755.998",1199.666,755.998
"1199.666,742.998",1199.666,742.998
"1212.666,742.998",1212.666,742.998
"1199.666,729.998",1199.666,729.998
"1199.666,716.998",1199.666,716.998
"1199.666,703.998",1199.666,703.998
"1199.666,690.998",1199.666,690.998
"1199.666,677.998",1199.666,677.998
"1199.666,664.998",1199.666,664.998
"1199.666,651.998",1199.666,651.998
"1199.666,638.998",1199.666,638.998
"1212.666,651.998",1212.666,651.998
"1212.666,664.998",1212.666,664.998
"1212.666,677.998",1212.666,677.998
"1238.666,755.998",1238.666,755.998
"1251.666,755.998",1251.666,755.998
"1264.666,755.998",1264.666,755.998
"1134.666,625.998",1134.666,625.998
"1121.666,625.998",1121.666,625.998
"1121.666,612.998",1121.666,612.998
"1134.666,612.998",1134.666,612.998
"1147.666,612.998",1147.666,612.998
"1160.666,612.998",1160.666,612.998
"1173.666,612.998",1173.666,612.998
"1186.666,612.998",1186.666,612.998
"1199.666,612.998",1199.666,612.998
"1212.666,612.998",1212.666,612.998
"1225.666,612.998",1225.666,612.998
"1225.666,625.998",1225.666,625.998
"1238.666,625.998",1238.666,625.998
"1238.666,638.998",1238.666,638.998
"1238.666,651.998",1238.666,651.998
"1251.666,651.998",1251.666,651.998
"1264.666,651.998",1264.666,651.998
"1277.666,651.998",1277.666,651.998
"1290.666,651.998",1290.666,651.998
"1290.666,664.998",1290.666,664.998
"1303.666,664.998",1303.666,664.998
"1316.666,664.998",1316.666,664.998
"1329.666,664.998",1329.666,664.998
"1342.666,664.998",1342.666,664.998
"1355.666,664.998",1355.666,664.998
"1355.666,677.998",1355.666,677.998
"1355.666,690.998",1355.666,690.998
"1355.666,703.998",1355.666,703.998
"1355.666,716.998",1355.666,716.998
"1342.666,716.998",1342.666,716.998
"1329.666,716.998",1329.666,716.998
"1316.666,716.998",1316.666,716.998
"1303.666,716.998",1303.666,716.998
"1303.666,703.998",1303.666,703.998
"1303.666,690.998",1303.666,690.998
"1303.666,677.998",1303.666,677.998
"1316.666,677.998",1316.666,677.998
"1329.666,677.998",1329.666,677.998
"1342.666,677.998",1342.666,677.998
"1342.666,690.998",1342.666,690.998
"1342.666,703.998",1342.666,703.998
"1329.666,703.998",1329.666,703.998
"1316.666,703.998",1316.666,703.998
"1316.666,690.998",1316.666,690.998
"1329.666,690.998",1329.666,690.998
"1173.666,768.998",1173.666,768.998
"1173.666,755.998",1173.666,755.998
"1173.666,742.998",1173.666,742.998
"1173.666,729.998",1173.666,729.998
"1173.666,716.998",1173.666,716.998
"1173.666,703.998",1173.666,703.998
"1173.666,690.998",1173.666,690.998
"1160.666,690.998",1160.666,690.998
"1147.666,690.998",1147.666,690.998
"1134.666,690.998",1134.666,690.998
"1121.666,690.998",1121.666,690.998
"1108.666,690.998",1108.666,690.998
"1095.666,690.998",1095.666,690.998
"1095.666,703.998",1095.666,703.998
"1095.666,716.998",1095.666,716.998
"1095.666,729.998",1095.666,729.998
"1095.666,742.998",1095.666,742.998
"1095.666,755.998",1095.666,755.998
"1095.666,768.998",1095.666,768.998
"1082.666,768.998",1082.666,768.998
"1069.666,768.998",1069.666,768.998
"1069.666,755.998",1069.666,755.998
"1056.666,755.998",1056.666,755.998
"1043.666,755.998",1043.666,755.998
"1030.666,755.998",1030.666,755.998
"1017.666,755.998",1017.666,755.998
"1004.666,755.998",1004.666,755.998
"991.666,755.998",991.666,755.998
"1004.666,742.998",1004.666,742.998
"1004.666,729.998",1004.666,729.998
"1004.666,716.998",1004.666,716.998
"1004.666,703.998",1004.666,703.998
"1004.666,690.998",1004.666,690.998
"1004.666,677.998",1004.666,677.998
"1004.666,664.998",1004.666,664.998
"1004.666,651.998",1004.666,651.998
"1017.666,664.998",1017.666,664.998
"1030.666,664.998",1030.666,664.998
"1043.666,664.998",1043.666,664.998
"1056.666,664.998",1056.666,664.998
"1069.666,664.998",1069.666,664.998
"1082.666,664.998",1082.666,664.998
"1095.666,664.998",1095.666,664.998
"1108.666,664.998",1108.666,664.998
"1121.666,664.998",1121.666,664.998
"1134.666,664.998",1134.666,664.998
"1147.666,664.998",1147.666,664.998
"1160.666,664.998",1160.666,664.998
"1173.666,664.998",1173.666,664.998
"1173.666,677.998",1173.666,677.998
"1160.666,677.998",1160.666,677.998
"1147.666,677.998",1147.666,677.998
"1134.666,677.998",1134.666,677.998
"1121.666,677.998",1121.666,677.998
"1108.666,677.998",1108.666,677.998
"1095.666,677.998",1095.666,677.998
"1082.666,677.998",1082.666,677.998
"1082.666,690.998",1082.666,690.998
"1082.666,703.998",1082.666,703.998
"1082.666,716.998",1082.666,716.998
"1082.666,729.998",1082.666,729.998
"1082.666,742.998",1082.666,742.998
"1082.666,755.998",1082.666,755.998
"1069.666,742.998",1069.666,742.998
"1069.666,729.998",1069.666,729.998
"1069.666,716.998",1069.666,716.998
"1069.666,703.998",1069.666,703.998
"1069.666,690.998",1069.666,690.998
"1069.666,677.998",1069.666,677.998
"1056.666,677.998",1056.666,677.998
"1056.666,690.998",1056.666,690.998
"1056.666,703.998",1056.666,703.998
"1056.666,716.998",1056.666,716.998
"1056.666,729.998",1056.666,729.998
"1056.666,742.998",1056.666,742.998
"1043.666,742.998",1043.666,742.998
"1030.666,742.998",1030.666,742.998
"1017.666,742.998",1017.666,742.998
"1017.666,729.998",1017.666,729.998
"1017.666,716.998",1017.666,716.998
"1030.666,716.998",1030.666,716.998
"1030.666,729.998",1030.666,729.998
"1043.666,729.998",1043.666,729.998
"1043.666,716.998",1043.666,716.998
"1043.666,703.998",1043.666,703.998
"1043.666,690.998",1043.666,690.998
"1043.666,677.998",1043.666,677.998
"1030.666,677.998",1030.666,677.998
"1030.666,690.998",1030.666,690.998
"1030.666,703.998",1030.666,703.998
"1017.666,703.998",1017.666,703.998
"1017.666,690.998",1017.666,690.998
"1017.666,677.998",1017.666,677.998
"1485.666,885.998",1485.666,885.998
"1498.666,885.998",1498.666,885.998
"1498.666,872.998",1498.666,872.998
"1511.666,872.998",1511.666,872.998
"1498.666,859.998",1498.666,859.998
"1511.666,859.998",1511.666,859.998
"1524.666,859.998",1524.666,859.998
"1537.666,846.998",1537.666,846.998
"1524.666,846.998",1524.666,846.998
"1511.666,846.998",1511.666,846.998
"1511.666,833.998",1511.666,833.998
"1511.666,820.998",1511.666,820.998
"1498.666,820.998",1498.666,820.998
"1485.666,807.998",1485.666,807.998
"1485.666,794.998",1485.666,794.998
"1485.666,781.998",1485.666,781.998
"1498.666,781.998",1498.666,781.998
"1498.666,768.998",1498.666,768.998
"1498.666,755.998",1498.666,755.998
"1511.666,755.998",1511.666,755.998
"1537.666,755.998",1537.666,755.998
"1498.666,742.998",1498.666,742.998
"1498.666,729.998",1498.666,729.998
"1498.666,716.998",1498.666,716.998
"1485.666,755.998",1485.666,755.998
"1485.666,768.998",1485.666,768.998
"1498.666,833.998",1498.666,833.998
"1498.666,846.998",1498.666,846.998
"1485.666,846.998",1485.666,846.998
"1485.666,833.998",1485.666,833.998
"1472.666,833.998",1472.666,833.998
"1472.666,820.998",1472.666,820.998
"1459.666,833.998",1459.666,833.998
"1446.666,833.998",1446.666,833.998
"1446.666,820.998",1446.666,820.998
"1459.666,820.998",1459.666,820.998
"1446.666,807.998",1446.666,807.998
"1446.666,794.998",1446.666,794.998
"1433.666,794.998",1433.666,794.998
"1420.666,794.998",1420.666,794.998
"1407.666,794.998",1407.666,794.998
"1407.666,781.998",1407.666,781.998
"1394.666,781.998",1394.666,781.998
"1394.666,768.998",1394.666,768.998
"1394.666,755.998",1394.666,755.998
"1381.666,755.998",1381.666,755.998
"1381.666,742.998",1381.666,742.998
"1394.666,742.998",1394.666,742.998
"1381.666,729.998",1381.666,729.998
"1394.666,729.998",1394.666,729.998
"1381.666,716.998",1381.666,716.998
"1381.666,703.998",1381.666,703.998
"1511.666,885.998",1511.666,885.998
"1524.666,885.998",1524.666,885.998
"1459.666,924.998",1459.666,924.998
"1472.666,924.998",1472.666,924.998
"1485.666,924.998",1485.666,924.998
"1498.666,924.998",1498.666,924.998
"1511.666,924.998",1511.666,924.998
"1511.666,911.998",1511.666,911.998
"1524.666,911.998",1524.666,911.998
"1537.666,911.998",1537.666,911.998
"1537.666,924.998",1537.666,924.998
"1537.666,898.998",1537.666,898.998
"1186.666,911.998",1186.666,911.998
"1186.666,924.998",1186.666,924.998
"1108.666,820.998",1108.666,820.998
"1108.666,833.998",1108.666,833.998
"1095.666,833.998",1095.666,833.998
"1095.666,846.998",1095.666,846.998
"1082.666,846.998",1082.666,846.998
"1082.666,807.998",1082.666,807.998
"1069.666,820.998",1069.666,820.998
"1069.666,833.998",1069.666,833.998
"1056.666,833.998",1056.666,833.998
"1069.666,846.998",1069.666,846.998
"1056.666,859.998",1056.666,859.998
"1030.666,898.998",1030.666,898.998
"1017.666,885.998",1017.666,885.998
"1004.666,872.998",1004.666,872.998
"1004.666,859.998",1004.666,859.998
"1004.666,846.998",1004.666,846.998
"1004.666,833.998",1004.666,833.998
"1017.666,820.998",1017.666,820.998
"978.666,794.998",978.666,794.998
"991.666,807.998",991.666,807.998
"913.666,716.998",913.666,716.998
"900.666,612.998",900.666,612.998
"900.666,599.998",900.666,599.998
"913.666,586.998",913.666,586.998
"913.666,612.998",913.666,612.998
"926.666,612.998",926.666,612.998
"926.666,599.998",926.666,599.998
"939.666,586.998",939.666,586.998
"887.666,677.998",887.666,677.998
"848.666,677.998",848.666,677.998
"848.666,690.998",848.666,690.998
"861.666,703.998",861.666,703.998
"861.666,716.998",861.666,716.998
"874.666,716.998",874.666,716.998
"861.666,729.998",861.666,729.998
"848.666,729.998",848.666,729.998
"835.666,716.998",835.666,716.998
"835.666,729.998",835.666,729.998
"848.666,742.998",848.666,742.998
"861.666,742.998",861.666,742.998
"874.666,742.998",874.666,742.998
"874.666,755.998",874.666,755.998
"861.666,755.998",861.666,755.998
"861.666,768.998",861.666,768.998
"874.666,768.998",874.666,768.998
"887.666,768.998",887.666,768.998
"887.666,781.998",887.666,781.998
"874.666,781.998",874.666,781.998
"887.666,794.998",887.666,794.998
"900.666,794.998",900.666,794.998
"900.666,807.998",900.666,807.998
